benchmark	condition	seed	attention_alpha	top_k_gaze	is_baseline	source	accuracy	bias_aligned_fraction	bias_aligned_error_rate	error_rate	mean_image_attention_mass	mean_boosted_layer_image_attention_mass	mean_boosted_head_image_attention_mass	n	Acc	Q_Acc	I_Acc	G_Acc	n_model_calls	n_groups
vlmbias	gaze_top20_alpha2	5	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha2_seed5.summary.json	0.135	0.2375	0.2745664739884393	0.865	0.10364911390946763	0.17290903679017586	0.6444371704839057	400.0						
vlmbias	gaze_top20_alpha2	6	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha2_seed6.summary.json	0.1225	0.24	0.27350427350427353	0.8775	0.10360748578512721	0.17263699936120053	0.6429442747989494	400.0						
vlmbias	gaze_top20_alpha2	7	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha2_seed7.summary.json	0.15	0.2275	0.2676470588235294	0.85	0.10388749278549174	0.17308868762997176	0.6434384895325891	400.0						
vlmbias	gaze_top20_alpha2	8	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha2_seed8.summary.json	0.1525	0.225	0.26548672566371684	0.8475	0.10388250389482497	0.17300944589410736	0.6437711082572531	400.0						
vlmbias	gaze_top20_alpha2	9	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha2_seed9.summary.json	0.1325	0.2375	0.2737752161383285	0.8675	0.10351538204585621	0.17294883757389332	0.6437590631621559	400.0						
vlmbias	gaze_top20_alpha5	0	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed0.summary.json	0.1075	0.2075	0.23249299719887956	0.8925	0.11129854554379506	0.20984041750148422	0.9499929356993401	400.0						
vlmbias	gaze_top20_alpha5	1	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed1.summary.json	0.1375	0.2225	0.2579710144927536	0.8625	0.11221560974433506	0.21044374777320077	0.9499148878769447	400.0						
vlmbias	gaze_top20_alpha5	2	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed2.summary.json	0.1225	0.22	0.25071225071225073	0.8775	0.1121049435673332	0.21033773301062408	0.950025917675484	400.0						
vlmbias	gaze_top20_alpha5	3	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed3.summary.json	0.1125	0.2425	0.27323943661971833	0.8875	0.11207015679412889	0.21057867129237354	0.9502415122068462	400.0						
vlmbias	gaze_top20_alpha5	4	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed4.summary.json	0.115	0.2025	0.2288135593220339	0.885	0.11148101700928452	0.20999211804823403	0.9506315331715283	400.0						
vlmbias	gaze_top20_alpha5	5	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed5.summary.json	0.1125	0.2225	0.2507042253521127	0.8875	0.11206928558078061	0.21038194265326599	0.9500129284953084	400.0						
vlmbias	gaze_top20_alpha5	6	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed6.summary.json	0.1175	0.2325	0.26345609065155806	0.8825	0.11182801512727673	0.21011785527356672	0.9498302342135196	400.0						
vlmbias	gaze_top20_alpha5	7	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed7.summary.json	0.1325	0.2125	0.24495677233429394	0.8675	0.11180906516782965	0.21014476896587608	0.950047104687816	400.0						
vlmbias	gaze_top20_alpha5	8	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed8.summary.json	0.1425	0.2025	0.23615160349854228	0.8575	0.11182982807345314	0.21010818186082644	0.9506464785658626	400.0						
vlmbias	gaze_top20_alpha5	9	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top20_alpha5_seed9.summary.json	0.12	0.245	0.2784090909090909	0.88	0.11159881937498532	0.2101607404957284	0.9499740968779932	400.0						
vlmbias	gaze_top5_alpha0p25	0	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed0.summary.json	0.115	0.2175	0.2457627118644068	0.885	0.09268314637041591	0.1317230358367101	0.35201485695611867	400.0						
vlmbias	gaze_top5_alpha0p25	1	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed1.summary.json	0.1275	0.2275	0.2607449856733524	0.8725	0.0940956668696906	0.1324303974139238	0.35179661201749535	400.0						
vlmbias	gaze_top5_alpha0p25	2	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed2.summary.json	0.105	0.2325	0.25977653631284914	0.895	0.09359596963338347	0.1321072641877243	0.3541423988913733	400.0						
vlmbias	gaze_top5_alpha0p25	3	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed3.summary.json	0.1175	0.265	0.3002832861189802	0.8825	0.0933429726932162	0.13245440077391518	0.3533830898390876	400.0						
vlmbias	gaze_top5_alpha0p25	4	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed4.summary.json	0.11	0.225	0.25280898876404495	0.89	0.09311747822429912	0.13180139862086102	0.3524358551404415	400.0						
vlmbias	gaze_top5_alpha0p25	5	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed5.summary.json	0.1375	0.225	0.2608695652173913	0.8625	0.09305020300990345	0.13171179903172944	0.35245731287002563	400.0						
vlmbias	gaze_top5_alpha0p25	6	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed6.summary.json	0.12	0.2475	0.28125	0.88	0.09314478949680036	0.1313692655010923	0.35190071911419624	400.0						
vlmbias	gaze_top5_alpha0p25	7	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed7.summary.json	0.14	0.2125	0.24709302325581395	0.86	0.09316902437995701	0.13164034535482494	0.3510938138984697	400.0						
vlmbias	gaze_top5_alpha0p25	8	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed8.summary.json	0.145	0.2175	0.2543859649122807	0.855	0.09338880193462089	0.13200178936613624	0.3520365486311534	400.0						
vlmbias	gaze_top5_alpha0p25	9	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p25_seed9.summary.json	0.115	0.245	0.2768361581920904	0.885	0.09305938161772617	0.1320206535899446	0.3527156378540255	400.0						
vlmbias	gaze_top5_alpha0p5	0	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed0.summary.json	0.115	0.225	0.2542372881355932	0.885	0.0932864778806977	0.1342306981773099	0.3924033652547806	400.0						
vlmbias	gaze_top5_alpha0p5	1	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed1.summary.json	0.13	0.23	0.26436781609195403	0.87	0.09449230782162144	0.13490717783644954	0.3924414032717288	400.0						
vlmbias	gaze_top5_alpha0p5	2	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed2.summary.json	0.1075	0.2225	0.24929971988795518	0.8925	0.09377700323709634	0.13442388278543985	0.3942494273624723	400.0						
vlmbias	gaze_top5_alpha0p5	3	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed3.summary.json	0.1225	0.2725	0.31054131054131057	0.8775	0.09374653480399762	0.13494913460808133	0.39327934650239493	400.0						
vlmbias	gaze_top5_alpha0p5	4	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed4.summary.json	0.1175	0.2225	0.2521246458923513	0.8825	0.0935121367576406	0.1342332760275305	0.3932772444284879	400.0						
vlmbias	gaze_top5_alpha0p5	5	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed5.summary.json	0.13	0.235	0.27011494252873564	0.87	0.09355327970063605	0.13438723554730042	0.3931827773866199	400.0						
vlmbias	gaze_top5_alpha0p5	6	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed6.summary.json	0.1175	0.245	0.2776203966005666	0.8825	0.09360769700691483	0.13408170445486872	0.39227879684745487	400.0						
vlmbias	gaze_top5_alpha0p5	7	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed7.summary.json	0.1325	0.2175	0.2507204610951009	0.8675	0.0935258555704566	0.13410918640136077	0.39239628321541337	400.0						
vlmbias	gaze_top5_alpha0p5	8	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed8.summary.json	0.1475	0.2225	0.26099706744868034	0.8525	0.09392020180253521	0.1344927053129949	0.3928337775729951	400.0						
vlmbias	gaze_top5_alpha0p5	9	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha0p5_seed9.summary.json	0.1225	0.245	0.2792022792022792	0.8775	0.09348442931694864	0.13444955750522944	0.39335601753491856	400.0						
vlmbias	gaze_top5_alpha10	0	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed0.summary.json	0.125	0.23	0.26285714285714284	0.875	0.0973916202258385	0.1703331521684644	0.9997029296875	400.0						
vlmbias	gaze_top5_alpha10	1	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed1.summary.json	0.1375	0.2275	0.263768115942029	0.8625	0.09880004934805893	0.17118411594515645	0.9996707833426339	400.0						
vlmbias	gaze_top5_alpha10	2	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed2.summary.json	0.105	0.2275	0.2541899441340782	0.895	0.09815507833213755	0.17049151606412294	0.9996654087611607	400.0						
vlmbias	gaze_top5_alpha10	3	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed3.summary.json	0.1275	0.2725	0.3123209169054441	0.8725	0.09807562581745892	0.17117072867458197	0.9996371244884672	400.0						
vlmbias	gaze_top5_alpha10	4	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed4.summary.json	0.115	0.235	0.2655367231638418	0.885	0.0978112988067761	0.1703841764388266	0.9996637912326389	400.0						
vlmbias	gaze_top5_alpha10	5	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed5.summary.json	0.125	0.24	0.2742857142857143	0.875	0.09784369005839726	0.17052795408368113	0.9997006882440477	400.0						
vlmbias	gaze_top5_alpha10	6	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed6.summary.json	0.1175	0.255	0.28895184135977336	0.8825	0.09812727934853761	0.17065281413890687	0.9997047433035715	400.0						
vlmbias	gaze_top5_alpha10	7	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed7.summary.json	0.135	0.23	0.2658959537572254	0.865	0.09788408835895437	0.17055831536908325	0.9996235630580357	400.0						
vlmbias	gaze_top5_alpha10	8	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed8.summary.json	0.1425	0.23	0.26822157434402333	0.8575	0.09790597160968453	0.17050951746791557	0.999695042782738	400.0						
vlmbias	gaze_top5_alpha10	9	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha10_seed9.summary.json	0.1125	0.2425	0.27323943661971833	0.8875	0.09790415858783487	0.17070057574837869	0.999703624906994	400.0						
vlmbias	gaze_top5_alpha1	0	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed0.summary.json	0.1125	0.2275	0.2563380281690141	0.8875	0.09354949049572829	0.13908720981426267	0.4794678605550084	400.0						
vlmbias	gaze_top5_alpha1	1	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed1.summary.json	0.1375	0.23	0.26666666666666666	0.8625	0.09492098053464576	0.1397469934427677	0.4773800659770058	400.0						
vlmbias	gaze_top5_alpha1	2	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed2.summary.json	0.1075	0.225	0.25210084033613445	0.8925	0.09432204131098318	0.13944033002539552	0.48024412894248963	400.0						
vlmbias	gaze_top5_alpha1	3	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed3.summary.json	0.12	0.2725	0.3096590909090909	0.88	0.09429258784381146	0.14018545688385634	0.48017804400239666	400.0						
vlmbias	gaze_top5_alpha1	4	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed4.summary.json	0.11	0.22	0.24719101123595505	0.89	0.09403877827194504	0.13923187607571352	0.4800805771609948	400.0						
vlmbias	gaze_top5_alpha1	5	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed5.summary.json	0.125	0.24	0.2742857142857143	0.875	0.09393709022189546	0.13909742909396167	0.47855784784608757	400.0						
vlmbias	gaze_top5_alpha1	6	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed6.summary.json	0.125	0.2425	0.27714285714285714	0.875	0.0940305952582737	0.13906568125678465	0.47885053527427446	400.0						
vlmbias	gaze_top5_alpha1	7	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed7.summary.json	0.135	0.2275	0.2630057803468208	0.865	0.09399492849352878	0.13904610174317894	0.4783359014875445	400.0						
vlmbias	gaze_top5_alpha1	8	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed8.summary.json	0.1475	0.2225	0.26099706744868034	0.8525	0.09420884861949581	0.13935827957315994	0.4791813586386423	400.0						
vlmbias	gaze_top5_alpha1	9	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha1_seed9.summary.json	0.12	0.2425	0.2755681818181818	0.88	0.09397902002508006	0.13939489165691266	0.4800289469577017	400.0						
vlmbias	gaze_top5_alpha2	0	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed0.summary.json	0.11	0.2325	0.2612359550561798	0.89	0.0949839873911912	0.14943458277982363	0.6479644780295236	400.0						
vlmbias	gaze_top5_alpha2	1	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed1.summary.json	0.145	0.24	0.2807017543859649	0.855	0.09625110154913485	0.15008933366465352	0.646218088034978	400.0						
vlmbias	gaze_top5_alpha2	2	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed2.summary.json	0.1	0.2375	0.2638888888888889	0.9	0.09563402126397247	0.14947416228344257	0.6482747247272067	400.0						
vlmbias	gaze_top5_alpha2	3	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed3.summary.json	0.1225	0.275	0.31339031339031337	0.8775	0.0954977957479129	0.15012944795499022	0.6479444292219858	400.0						
vlmbias	gaze_top5_alpha2	4	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed4.summary.json	0.11	0.2325	0.2612359550561798	0.89	0.09542007772947432	0.14939890189353444	0.6481085932534839	400.0						
vlmbias	gaze_top5_alpha2	5	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed5.summary.json	0.1225	0.2425	0.27635327635327633	0.8775	0.09525883874096365	0.14923693770276492	0.6467358323657324	400.0						
vlmbias	gaze_top5_alpha2	6	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed6.summary.json	0.12	0.2475	0.28125	0.88	0.09557204804546954	0.14939884823350308	0.6468322014036633	400.0						
vlmbias	gaze_top5_alpha2	7	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed7.summary.json	0.1325	0.2325	0.2680115273775216	0.8675	0.0953647784230749	0.14946116663083334	0.6472425427482241	400.0						
vlmbias	gaze_top5_alpha2	8	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed8.summary.json	0.15	0.225	0.2647058823529412	0.85	0.09556312530393875	0.14969108076502768	0.6480484698988433	400.0						
vlmbias	gaze_top5_alpha2	9	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha2_seed9.summary.json	0.1225	0.245	0.2792022792022792	0.8775	0.09529209950193078	0.14979343055733618	0.649087758581979	400.0						
vlmbias	gaze_top5_alpha5	0	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed0.summary.json	0.12	0.2275	0.2585227272727273	0.88	0.09689973809462629	0.1669046208220889	0.9472654078892299	400.0						
vlmbias	gaze_top5_alpha5	1	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed1.summary.json	0.1375	0.2425	0.2811594202898551	0.8625	0.09845921550752948	0.16788226922632313	0.9470614846365792	400.0						
vlmbias	gaze_top5_alpha5	2	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed2.summary.json	0.1075	0.245	0.27450980392156865	0.8925	0.09779090876853357	0.1672135019253428	0.947062760126023	400.0						
vlmbias	gaze_top5_alpha5	3	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed3.summary.json	0.12	0.2675	0.3039772727272727	0.88	0.09743360294556787	0.16764669784711386	0.9475539665101067	400.0						
vlmbias	gaze_top5_alpha5	4	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed4.summary.json	0.12	0.235	0.26704545454545453	0.88	0.09747490719286547	0.16720405541756897	0.9472961284111124	400.0						
vlmbias	gaze_top5_alpha5	5	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed5.summary.json	0.125	0.245	0.28	0.875	0.0973073482907832	0.16690301303862415	0.9469731529599145	400.0						
vlmbias	gaze_top5_alpha5	6	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed6.summary.json	0.115	0.26	0.2937853107344633	0.885	0.09756538761363802	0.16726368440748637	0.9472649271647136	400.0						
vlmbias	gaze_top5_alpha5	7	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed7.summary.json	0.1325	0.225	0.25936599423631124	0.8675	0.0972544795544394	0.16696411666206512	0.9467945468720935	400.0						
vlmbias	gaze_top5_alpha5	8	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed8.summary.json	0.155	0.23	0.27218934911242604	0.845	0.09751694158525721	0.16723893589909772	0.9468997281997923	400.0						
vlmbias	gaze_top5_alpha5	9	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/vlmbias/qwen25vl_3b_vlmbias_gaze_attention_gaze_top5_alpha5_seed9.summary.json	0.1125	0.245	0.27605633802816903	0.8875	0.09706988721907646	0.16693024877725346	0.9472518987746466	400.0						
naturalbench	baseline	0	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed0.summary.json					0.07008334597581158				0.5475	0.28	0.115	0.01	400.0	100.0
naturalbench	baseline	1	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed1.summary.json					0.07003292197418039				0.5325	0.155	0.12	0.0	400.0	100.0
naturalbench	baseline	2	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed2.summary.json					0.0700359142316464				0.6575	0.385	0.385	0.09	400.0	100.0
naturalbench	baseline	3	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed3.summary.json					0.06993760602351405				0.455	0.12	0.195	0.0	400.0	100.0
naturalbench	baseline	4	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed4.summary.json					0.07010914039248932				0.555	0.205	0.26	0.0	400.0	100.0
naturalbench	baseline	5	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed5.summary.json					0.07010226840181309				0.5275	0.2	0.29	0.01	400.0	100.0
naturalbench	baseline	6	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed6.summary.json					0.06998927412669445				0.505	0.22	0.235	0.09	400.0	100.0
naturalbench	baseline	7	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed7.summary.json					0.0696284316522759				0.56	0.315	0.28	0.02	400.0	100.0
naturalbench	baseline	8	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed8.summary.json					0.06988705679330433				0.39	0.12	0.07	0.01	400.0	100.0
naturalbench	baseline	9	0.0	0	True	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_baseline_seed9.summary.json					0.0702070796937767				0.5775	0.33	0.2	0.02	400.0	100.0
